MIDAS,Lake,Town,Station,Date,Time,Secchi_Depth,Secchi_On_Bottom,Scope,Wind_Level,Wind_Direction,Cloud_Cover
3414,Papoose Pond,Waterford,1,1997-08-05T00:00:00Z,1000,3.2,N,5,1,7,B
3414,Papoose Pond,Waterford,1,1997-08-08T00:00:00Z,1313,3.4,N,5,0,0,C
3414,Papoose Pond,Waterford,1,1997-08-08T00:00:00Z,1313,3.3,N,2,0,0,C
3414,Papoose Pond,Waterford,1,1997-08-20T00:00:00Z,1430,3.3,N,5,2,7,B
3414,Papoose Pond,Waterford,1,1997-08-20T00:00:00Z,1430,3.3,N,2,2,7,B
3414,Papoose Pond,Waterford,1,1997-08-22T00:00:00Z,1145,3.3,N,5,0,0,O
3414,Papoose Pond,Waterford,1,1997-08-22T00:00:00Z,1145,3.1,N,2,0,0,O
3414,Papoose Pond,Waterford,1,1997-09-02T00:00:00Z,1320,3.7,N,2,0,0,C
3414,Papoose Pond,Waterford,1,1997-09-02T00:00:00Z,1320,3.8,N,5,0,0,C
3414,Papoose Pond,Waterford,1,1997-09-16T00:00:00Z,1130,3.3,N,5,3,8,C
3414,Papoose Pond,Waterford,1,1997-09-28T00:00:00Z,1035,2.2,N,2,1,2,B
3414,Papoose Pond,Waterford,1,1997-09-28T00:00:00Z,1035,2.2,N,5,1,2,B
3414,Papoose Pond,Waterford,1,1997-10-12T00:00:00Z,930,2.5,N,5,0,0,B
3414,Papoose Pond,Waterford,1,1997-10-12T00:00:00Z,930,2.4,N,2,0,0,B
3414,Papoose Pond,Waterford,1,1998-05-27T00:00:00Z,1005,2.4,N,5,3,8,B
3414,Papoose Pond,Waterford,1,1998-06-01T00:00:00Z,1232,3,N,5,7,3,B
3414,Papoose Pond,Waterford,1,1998-06-10T00:00:00Z,1440,2.4,N,5,1,3,B
3414,Papoose Pond,Waterford,1,1998-06-10T00:00:00Z,1440,2.25,N,2,1,3,B
3414,Papoose Pond,Waterford,1,1998-06-23T00:00:00Z,1445,3.6,N,5,2,4,B
3414,Papoose Pond,Waterford,1,1998-06-24T00:00:00Z,1030,3.35,N,5,0,0,B
3414,Papoose Pond,Waterford,1,1998-06-24T00:00:00Z,1030,3.15,N,2,0,0,B
3414,Papoose Pond,Waterford,1,1998-07-08T00:00:00Z,1140,2.6,N,5,3,3,C
3414,Papoose Pond,Waterford,1,1998-07-09T00:00:00Z,1530,2.85,N,5,10,8,C
3414,Papoose Pond,Waterford,1,1998-07-09T00:00:00Z,1530,2.62,N,2,10,8,C
3414,Papoose Pond,Waterford,1,1998-07-15T00:00:00Z,815,2.4,N,5,0,0,B
3414,Papoose Pond,Waterford,1,1998-07-15T00:00:00Z,815,2.25,N,2,0,0,B
3414,Papoose Pond,Waterford,1,1998-07-16T00:00:00Z,1315,1.6,N,1,1,5,B
3414,Papoose Pond,Waterford,1,1998-07-30T00:00:00Z,1145,2.6,N,2,2,3,C
3414,Papoose Pond,Waterford,1,1998-07-30T00:00:00Z,1145,2.6,N,5,2,3,C
3414,Papoose Pond,Waterford,1,1998-08-04T00:00:00Z,1130,2.99,N,5,0,0,C
3414,Papoose Pond,Waterford,1,1998-08-04T00:00:00Z,1130,2.82,N,2,0,0,C
3414,Papoose Pond,Waterford,1,1998-08-06T00:00:00Z,1235,3.8,N,5,2,5,B
3414,Papoose Pond,Waterford,1,1998-08-23T00:00:00Z,1200,3.03,N,2,2,3,B
3414,Papoose Pond,Waterford,1,1998-08-23T00:00:00Z,1200,3.31,N,5,2,3,B
3414,Papoose Pond,Waterford,1,1998-08-24T00:00:00Z,1500,3.4,N,5,5,8,O
3414,Papoose Pond,Waterford,1,1998-09-08T00:00:00Z,1415,3.15,N,2,4,8,O
3414,Papoose Pond,Waterford,1,1998-09-08T00:00:00Z,1415,3.2,N,5,4,8,O
3414,Papoose Pond,Waterford,1,1998-09-22T00:00:00Z,1100,3.36,N,5,1,4,O
3414,Papoose Pond,Waterford,1,1998-09-22T00:00:00Z,1100,3.15,N,2,1,4,O
3414,Papoose Pond,Waterford,1,1998-10-06T00:00:00Z,1130,2.75,N,5,2,8,B
3414,Papoose Pond,Waterford,1,1998-10-06T00:00:00Z,1130,2.64,N,2,2,8,B
3414,Papoose Pond,Waterford,1,1999-05-18T00:00:00Z,1330,3,N,5,2,4,C
3414,Papoose Pond,Waterford,1,1999-06-08T00:00:00Z,1005,3.2,N,4,0,0,B
3414,Papoose Pond,Waterford,1,1999-06-24T00:00:00Z,1110,4,B,4,0,0,B
3414,Papoose Pond,Waterford,1,1999-07-08T00:00:00Z,1045,3.8,B,4,1,7,B
3414,Papoose Pond,Waterford,1,1999-07-19T00:00:00Z,930,4,N,4,12,6,O
3414,Papoose Pond,Waterford,1,1999-08-02T00:00:00Z,1310,3.7,B,4,10,1,B
3414,Papoose Pond,Waterford,1,1999-08-16T00:00:00Z,1413,3.8,N,4,3,1,B
3414,Papoose Pond,Waterford,1,2000-05-02T00:00:00Z,1025,4.4,B,4,7,1,B
3414,Papoose Pond,Waterford,1,2000-05-16T00:00:00Z,1227,4.3,N,4,4,6,B
3414,Papoose Pond,Waterford,1,2000-06-05T00:00:00Z,0945,3.2,N,4,2,2,C
3414,Papoose Pond,Waterford,1,2000-06-05T00:00:00Z,0945,3.4,N,4,2,2,C
3414,Papoose Pond,Waterford,1,2000-06-05T00:00:00Z,1042,3.1,N,4,2,2,C
3414,Papoose Pond,Waterford,1,2000-06-05T00:00:00Z,1042,3.1,N,4,2,2,C
3414,Papoose Pond,Waterford,1,2000-06-20T00:00:00Z,1110,3.9,N,4,5,7,B
3414,Papoose Pond,Waterford,1,2000-06-21T00:00:00Z,1110,3.1,N,4,2,2,C
3414,Papoose Pond,Waterford,1,2000-07-03T00:00:00Z,1215,3.6,N,4,0,0,C
3414,Papoose Pond,Waterford,1,2000-07-13T00:00:00Z,0905,3.9,N,4,1,5,C
3414,Papoose Pond,Waterford,1,2000-07-17T00:00:00Z,1105,3.6,N,4,0,0,O
3414,Papoose Pond,Waterford,1,2000-07-26T00:00:00Z,1025,4.3,N,4,0,0,B
3414,Papoose Pond,Waterford,1,2000-08-02T00:00:00Z,1134,3.7,N,4,0,0,O
3414,Papoose Pond,Waterford,1,2000-08-08T00:00:00Z,1111,4,B,4,0,0,B
3414,Papoose Pond,Waterford,1,2000-08-18T00:00:00Z,1009,3.4,N,4,0,0,B
3414,Papoose Pond,Waterford,1,2000-08-21T00:00:00Z,1454,3.5,N,4,4,2,B
3414,Papoose Pond,Waterford,1,2000-08-24T00:00:00Z,1047,3.68,N,4,1,7,C
3414,Papoose Pond,Waterford,1,2000-08-24T00:00:00Z,1047,3.66,N,4,1,7,C
3414,Papoose Pond,Waterford,1,2000-08-30T00:00:00Z,1036,3.2,N,4,0,0,B
3414,Papoose Pond,Waterford,1,2000-09-12T00:00:00Z,1013,3.6,B,4,3,4,O
3414,Papoose Pond,Waterford,1,2001-05-14T00:00:00Z,1100,4.4,N,4,5,3,B
3414,Papoose Pond,Waterford,1,2001-05-25T00:00:00Z,924,4.6,B,4,0,0,B
3414,Papoose Pond,Waterford,1,2001-06-15T00:00:00Z,1115,3.9,N,5,2,7,B
3414,Papoose Pond,Waterford,1,2001-06-26T00:00:00Z,1328,3.2,N,4,0,0,B
3414,Papoose Pond,Waterford,1,2001-07-11T00:00:00Z,1343,3.4,N,4,0,0,O
3414,Papoose Pond,Waterford,1,2001-07-23T00:00:00Z,1334,3.3,N,4,2,8,B
3414,Papoose Pond,Waterford,1,2001-08-06T00:00:00Z,1008,3.6,N,4,0,0,B
3414,Papoose Pond,Waterford,1,2001-08-21T00:00:00Z,1055,3.6,N,4,0,0,O
3414,Papoose Pond,Waterford,1,2001-08-24T00:00:00Z,1000,3.55,N,4,8,1,NA
3414,Papoose Pond,Waterford,1,2001-09-20T00:00:00Z,915,3.9,N,4,0,0,O
3414,Papoose Pond,Waterford,1,2001-10-03T00:00:00Z,1234,3,N,4,0,0,B
3414,Papoose Pond,Waterford,1,2002-05-06T00:00:00Z,1316,4.1,N,4,4,4,B
3414,Papoose Pond,Waterford,1,2002-05-24T00:00:00Z,1110,3.9,N,4,1,1,C
3414,Papoose Pond,Waterford,1,2002-06-07T00:00:00Z,1125,2.9,N,4,2,1,C
3414,Papoose Pond,Waterford,1,2002-06-18T00:00:00Z,0900,2.5,N,4,0,0,B
3414,Papoose Pond,Waterford,1,2002-07-01T00:00:00Z,0933,2.7,N,4,3,8,C
3414,Papoose Pond,Waterford,1,2002-07-01T00:00:00Z,0933,2.7,N,4,3,8,C
3414,Papoose Pond,Waterford,1,2002-07-15T00:00:00Z,1335,3,N,4,0,0,C
3414,Papoose Pond,Waterford,1,2002-07-29T00:00:00Z,1012,3,N,4,3,5,B
3414,Papoose Pond,Waterford,1,2002-08-14T00:00:00Z,1010,3.6,N,4,0,0,B
3414,Papoose Pond,Waterford,1,2002-09-13T00:00:00Z,1400,3.2,N,4,2,7,C
3414,Papoose Pond,Waterford,1,2002-09-30T00:00:00Z,0940,4.1,N,4,0,0,B
3414,Papoose Pond,Waterford,1,2003-05-12T00:00:00Z,1259,4.5,N,4,0,0,O
3414,Papoose Pond,Waterford,1,2003-05-27T00:00:00Z,1345,4.05,N,4,0,0,B
3414,Papoose Pond,Waterford,1,2003-06-16T00:00:00Z,1203,4.1,N,4,3,7,B
3414,Papoose Pond,Waterford,1,2003-06-26T00:00:00Z,1050,3.5,N,4,0,0,B
3414,Papoose Pond,Waterford,1,2003-07-09T00:00:00Z,1011,3.74,N,4,0,0,O
3414,Papoose Pond,Waterford,1,2003-07-25T00:00:00Z,1137,3.9,N,4,0,0,B
3414,Papoose Pond,Waterford,1,2003-08-14T00:00:00Z,0926,4.15,N,4,2,8,B
3414,Papoose Pond,Waterford,1,2003-08-27T00:00:00Z,0910,3,N,4,1,4,B
3414,Papoose Pond,Waterford,1,2003-09-15T00:00:00Z,1050,4.2,N,4,1,7,B
3414,Papoose Pond,Waterford,1,2003-09-30T00:00:00Z,1012,4,N,4,0,0,B
3414,Papoose Pond,Waterford,1,2004-05-07T00:00:00Z,1222,4.9,N,4,6,7,B
3414,Papoose Pond,Waterford,1,2004-05-18T00:00:00Z,1006,3.85,N,4,0,0,O
3414,Papoose Pond,Waterford,1,2004-06-04T00:00:00Z,1330,4.4,N,4,8,8,B
3414,Papoose Pond,Waterford,1,2004-06-16T00:00:00Z,1140,3.6,N,4,3,5,B
3414,Papoose Pond,Waterford,1,2004-06-29T00:00:00Z,1210,3.3,N,4,0,0,C
3414,Papoose Pond,Waterford,1,2004-07-19T00:00:00Z,1402,4.2,N,4,2,7,C
3414,Papoose Pond,Waterford,1,2004-08-03T00:00:00Z,0915,3.55,N,4,0,0,B
3414,Papoose Pond,Waterford,1,2004-08-09T00:00:00Z,1010,3.5,N,4,10,8,B
3414,Papoose Pond,Waterford,1,2004-08-20T00:00:00Z,1046,3.7,N,4,0,0,C
3414,Papoose Pond,Waterford,1,2004-09-14T00:00:00Z,1109,3.6,N,4,2,6,B
3414,Papoose Pond,Waterford,1,2004-10-01T00:00:00Z,1000,3.7,N,4,0,0,B
3414,Papoose Pond,Waterford,1,2005-05-04T00:00:00Z,1210,4.3,N,4,3,7,C
3414,Papoose Pond,Waterford,1,2005-05-04T00:00:00Z,1210,4.4,N,4,3,7,C
3414,Papoose Pond,Waterford,1,2005-06-02T00:00:00Z,1225,4.6,N,4,1,0,B
3414,Papoose Pond,Waterford,1,2005-06-14T00:00:00Z,1359,3.25,N,4,0,0,O
3414,Papoose Pond,Waterford,1,2005-06-27T00:00:00Z,0908,2.85,N,4,0,0,B
3414,Papoose Pond,Waterford,1,2005-07-11T00:00:00Z,0927,3.7,N,4,4,1,B
3414,Papoose Pond,Waterford,1,2005-07-25T00:00:00Z,0927,3.65,N,4,0,0,B
3414,Papoose Pond,Waterford,1,2005-08-08T00:00:00Z,1440,3.35,N,4,2,7,B
3414,Papoose Pond,Waterford,1,2005-08-10T00:00:00Z,1015,3.8,N,4,1,7,B
3414,Papoose Pond,Waterford,1,2005-08-23T00:00:00Z,1350,3.65,N,4,5,5,B
3414,Papoose Pond,Waterford,1,2005-09-15T00:00:00Z,1345,3.6,N,4,0,0,O
3414,Papoose Pond,Waterford,1,2005-09-30T00:00:00Z,1112,3.1,N,4,2,8,B
3414,Papoose Pond,Waterford,1,2006-05-19T00:00:00Z,1055,3.5,N,4,0,0,O
3414,Papoose Pond,Waterford,1,2006-05-25T00:00:00Z,1035,2.7,N,4,1,1,B
3414,Papoose Pond,Waterford,1,2006-07-26T00:00:00Z,1430,2.95,N,4,0,0,C
3414,Papoose Pond,Waterford,1,2006-09-13T00:00:00Z,0957,3.1,N,4,0,0,C
3414,Papoose Pond,Waterford,1,2007-05-25T00:00:00Z,1237,4,N,4,4,2,B
3414,Papoose Pond,Waterford,1,2007-06-12T00:00:00Z,1233,5,B,4,1,1,C
3414,Papoose Pond,Waterford,1,2007-06-26T00:00:00Z,1305,3.47,N,4,0,0,B
3414,Papoose Pond,Waterford,1,2007-07-10T00:00:00Z,1028,3.9,N,4,1,1,O
3414,Papoose Pond,Waterford,1,2007-07-26T00:00:00Z,1022,3.84,N,4,0,0,B
3414,Papoose Pond,Waterford,1,2007-08-09T00:00:00Z,0958,3.95,N,4,5,6,B
3414,Papoose Pond,Waterford,1,2007-08-23T00:00:00Z,1430,3.15,N,4,3,5,O
3414,Papoose Pond,Waterford,1,2007-09-10T00:00:00Z,0900,4.1,N,4,0,0,O
3414,Papoose Pond,Waterford,1,2007-09-19T00:00:00Z,1349,3.8,N,4,0,0,B
3414,Papoose Pond,Waterford,1,2008-05-14T00:00:00Z,1405,4.76,N,4,0,0,B
3414,Papoose Pond,Waterford,1,2008-05-28T00:00:00Z,1235,3.9,N,4,8,1,B
3414,Papoose Pond,Waterford,1,2008-06-10T00:00:00Z,1240,4.2,N,4,0,0,B
3414,Papoose Pond,Waterford,1,2008-06-24T00:00:00Z,1145,4.2,N,4,2,7,B
3414,Papoose Pond,Waterford,1,2008-07-09T00:00:00Z,1310,3.8,N,4,7,7,B
3414,Papoose Pond,Waterford,1,2008-07-22T00:00:00Z,1040,3.6,N,4,0,0,C
3414,Papoose Pond,Waterford,1,2008-08-07T00:00:00Z,1100,NA,NA,NA,0,0,O
3414,Papoose Pond,Waterford,1,2008-08-20T00:00:00Z,1200,2.9,N,4,5,7,B
3414,Papoose Pond,Waterford,1,2008-09-08T00:00:00Z,0900,2.4,N,4,3,7,C
3414,Papoose Pond,Waterford,1,2008-09-23T00:00:00Z,0915,3.1,N,4,0,0,B
3414,Papoose Pond,Waterford,1,2009-07-14T00:00:00Z,1015,3.38,N,4,2,1,C
3414,Papoose Pond,Waterford,1,2009-07-27T00:00:00Z,1148,2.9,N,4,0,0,C
3414,Papoose Pond,Waterford,1,2009-08-20T00:00:00Z,1205,3.2,N,4,1,5,B
3414,Papoose Pond,Waterford,1,2010-09-02T00:00:00Z,1417,4,N,4,0,0,B
3414,Papoose Pond,Waterford,1,2011-08-26T00:00:00Z,1321,3.8,N,6,4,3,B
3414,Papoose Pond,Waterford,1,2012-08-15T00:00:00Z,1125,3.7,N,4,0,0,C
3414,Papoose Pond,Waterford,1,2012-09-11T00:00:00Z,1332,3.3,N,4,4,1,B
3414,Papoose Pond,Waterford,1,2013-08-28T00:00:00Z,1000,3.62,N,4,0,0,B
3414,Papoose Pond,Waterford,1,2014-08-12T00:00:00Z,1017,3.26,N,4,0,0,C
3414,Papoose Pond,Waterford,1,2014-08-12T00:00:00Z,1017,3.25,N,4,0,0,C
3414,Papoose Pond,Waterford,1,2014-08-26T00:00:00Z,909,3.57,N,4,0,0,B
3414,Papoose Pond,Waterford,1,2015-08-26T00:00:00Z,1010,3.83,N,4,1,7,C
3414,Papoose Pond,Waterford,1,2016-08-15T00:00:00Z,915,3.65,N,4,3,7,C
3414,Papoose Pond,Waterford,1,2017-08-24T00:00:00Z,1218,3.28,N,4,0,0,B
3414,Papoose Pond,Waterford,1,2017-08-24T00:00:00Z,1218,3.34,N,4,0,0,B
3414,Papoose Pond,Waterford,1,2018-08-31T00:00:00Z,910,3.89,N,4,1,7,B
3414,Papoose Pond,Waterford,2,2007-05-24T00:00:00Z,1215,4.8,B,4,7,NA,B
3414,Papoose Pond,Waterford,2,2007-06-08T00:00:00Z,1430,4.2,N,4,7,7,C
3414,Papoose Pond,Waterford,2,2007-06-23T00:00:00Z,0950,4.3,N,4,9,1,C
3414,Papoose Pond,Waterford,2,2007-07-10T00:00:00Z,1100,3.75,N,4,0,0,C
3414,Papoose Pond,Waterford,2,2007-07-23T00:00:00Z,1100,3.75,N,4,7,NA,C
3414,Papoose Pond,Waterford,2,2007-08-07T00:00:00Z,1430,3.95,N,4,7,NA,C
3414,Papoose Pond,Waterford,2,2007-08-27T00:00:00Z,1300,4,N,4,7,NA,B
3414,Papoose Pond,Waterford,2,2007-09-16T00:00:00Z,1300,3.6,N,4,7,NA,B
3414,Papoose Pond,Waterford,2,2007-10-05T00:00:00Z,1430,3.55,N,4,7,3,B
3414,Papoose Pond,Waterford,2,2008-05-13T00:00:00Z,1445,4.1,N,4,2,7,B
3414,Papoose Pond,Waterford,2,2008-05-13T00:00:00Z,1445,4.1,N,4,2,7,B
3414,Papoose Pond,Waterford,2,2008-05-30T00:00:00Z,1300,4,N,4,0,0,B
3414,Papoose Pond,Waterford,2,2008-06-18T00:00:00Z,1405,4.1,N,4,0,0,C
3414,Papoose Pond,Waterford,2,2008-07-15T00:00:00Z,1300,3.2,N,4,0,0,C
3414,Papoose Pond,Waterford,2,2008-08-14T00:00:00Z,1430,3.2,N,4,0,0,C
3414,Papoose Pond,Waterford,2,2008-08-30T00:00:00Z,1200,4,N,4,0,0,O
3414,Papoose Pond,Waterford,2,2008-10-05T00:00:00Z,1030,3.5,N,4,7,7,B
3416,Keoka Lake,Waterford,1,1977-07-14T00:00:00Z,1215,4.4,N,2,6,8,B
3416,Keoka Lake,Waterford,1,1978-05-20T00:00:00Z,1200,3,N,2,0,NA,O
3416,Keoka Lake,Waterford,1,1978-06-12T00:00:00Z,1730,4.5,N,2,6,5,B
3416,Keoka Lake,Waterford,1,1978-06-27T00:00:00Z,1000,4,N,2,4,5,C
3416,Keoka Lake,Waterford,1,1978-07-19T00:00:00Z,1400,4,N,2,2,5,C
3416,Keoka Lake,Waterford,1,1978-08-11T00:00:00Z,1630,4.5,N,2,4,5,B
3416,Keoka Lake,Waterford,1,1979-07-19T00:00:00Z,1500,4.5,N,2,4,5,B
3416,Keoka Lake,Waterford,1,1979-08-05T00:00:00Z,0930,5.5,N,2,2,5,B
3416,Keoka Lake,Waterford,1,1979-08-11T00:00:00Z,1335,5.8,N,2,4,8,C
3416,Keoka Lake,Waterford,1,1979-08-19T00:00:00Z,1430,5.5,N,2,5,2,O
3416,Keoka Lake,Waterford,1,1979-09-08T00:00:00Z,1200,6,N,2,5,8,C
3416,Keoka Lake,Waterford,1,1979-09-22T00:00:00Z,1130,6.5,N,2,3,8,O
3416,Keoka Lake,Waterford,1,1979-10-07T00:00:00Z,1030,6,N,2,0,NA,O
3416,Keoka Lake,Waterford,1,1980-05-17T00:00:00Z,0730,3,N,2,2,5,B
3416,Keoka Lake,Waterford,1,1980-05-29T00:00:00Z,0800,3,N,2,1,5,B
3416,Keoka Lake,Waterford,1,1980-06-12T00:00:00Z,0840,3.5,N,2,4,7,B
3416,Keoka Lake,Waterford,1,1980-06-24T00:00:00Z,0800,5,N,2,0,NA,B
3416,Keoka Lake,Waterford,1,1980-07-01T00:00:00Z,0800,5.5,N,2,0,NA,O
3416,Keoka Lake,Waterford,1,1980-07-11T00:00:00Z,0800,6.5,N,2,0,NA,B
3416,Keoka Lake,Waterford,1,1980-07-19T00:00:00Z,1530,5.5,N,2,14,6,O
3416,Keoka Lake,Waterford,1,1980-08-01T00:00:00Z,0800,5.5,N,2,0,3,B
3416,Keoka Lake,Waterford,1,1980-08-15T00:00:00Z,0830,5.5,N,2,0,NA,B
3416,Keoka Lake,Waterford,1,1980-08-22T00:00:00Z,0800,6,N,2,0,NA,B
3416,Keoka Lake,Waterford,1,1980-09-02T00:00:00Z,1430,6.4,N,2,0,NA,B
3416,Keoka Lake,Waterford,1,1980-09-07T00:00:00Z,0830,4.5,N,2,2,8,B
3416,Keoka Lake,Waterford,1,1980-09-17T00:00:00Z,0930,4.5,N,2,1,5,B
3416,Keoka Lake,Waterford,1,1981-05-11T00:00:00Z,0900,3.5,N,2,0,NA,C
3416,Keoka Lake,Waterford,1,1981-05-15T00:00:00Z,0800,4,N,2,0,NA,C
3416,Keoka Lake,Waterford,1,1981-05-22T00:00:00Z,1300,4,N,2,6,3,O
3416,Keoka Lake,Waterford,1,1981-06-01T00:00:00Z,1130,4.8,N,2,7,6,B
3416,Keoka Lake,Waterford,1,1981-06-12T00:00:00Z,1030,5,N,2,8,8,B
3416,Keoka Lake,Waterford,1,1981-06-19T00:00:00Z,0900,5,N,2,0,NA,B
3416,Keoka Lake,Waterford,1,1981-07-01T00:00:00Z,1045,5,N,2,0,NA,B
3416,Keoka Lake,Waterford,1,1981-07-10T00:00:00Z,0900,5,N,2,1,8,B
3416,Keoka Lake,Waterford,1,1981-07-24T00:00:00Z,1300,5,N,2,1,8,B
3416,Keoka Lake,Waterford,1,1981-08-07T00:00:00Z,1100,5.5,N,2,3,8,C
3416,Keoka Lake,Waterford,1,1981-08-15T00:00:00Z,0900,5.5,N,2,NA,NA,C
3416,Keoka Lake,Waterford,1,1981-08-20T00:00:00Z,1500,4.5,N,2,NA,NA,C
3416,Keoka Lake,Waterford,1,1981-08-28T00:00:00Z,1500,4.5,N,2,NA,NA,C
3416,Keoka Lake,Waterford,1,1981-09-03T00:00:00Z,0930,5,N,2,0,NA,C
3416,Keoka Lake,Waterford,1,1981-09-13T00:00:00Z,1030,5,N,2,2,6,B
3416,Keoka Lake,Waterford,1,1982-05-08T00:00:00Z,1000,3,N,2,0,NA,B
3416,Keoka Lake,Waterford,1,1982-05-22T00:00:00Z,1100,4,N,2,1,6,B
3416,Keoka Lake,Waterford,1,1982-06-08T00:00:00Z,1000,4.5,N,2,2,3,B
3416,Keoka Lake,Waterford,1,1982-06-12T00:00:00Z,1030,4.3,N,2,4,7,B
3416,Keoka Lake,Waterford,1,1982-06-18T00:00:00Z,1400,4.5,N,2,2,8,C
3416,Keoka Lake,Waterford,1,1982-06-28T00:00:00Z,1200,4.5,N,2,0,NA,O
3416,Keoka Lake,Waterford,1,1982-07-14T00:00:00Z,1100,5,N,2,0,NA,B
3416,Keoka Lake,Waterford,1,1982-07-24T00:00:00Z,0930,5.5,N,2,2,6,B
3416,Keoka Lake,Waterford,1,1982-08-04T00:00:00Z,0800,5.3,N,2,1,8,C
3416,Keoka Lake,Waterford,1,1982-08-16T00:00:00Z,0900,4,N,2,0,NA,B
3416,Keoka Lake,Waterford,1,1982-08-26T00:00:00Z,1145,4,N,2,4,7,B
3416,Keoka Lake,Waterford,1,1982-08-31T00:00:00Z,1220,4.7,N,2,0,NA,B
3416,Keoka Lake,Waterford,1,1982-09-08T00:00:00Z,1500,4.5,N,2,NA,NA,O
3416,Keoka Lake,Waterford,1,1982-09-18T00:00:00Z,0930,5,N,2,20,5,B
3416,Keoka Lake,Waterford,1,1983-05-07T00:00:00Z,0900,3.5,N,2,0,NA,O
3416,Keoka Lake,Waterford,1,1983-05-19T00:00:00Z,1115,4,N,2,5,5,B
3416,Keoka Lake,Waterford,1,1983-06-03T00:00:00Z,1115,4,N,2,2,6,B
3416,Keoka Lake,Waterford,1,1983-06-17T00:00:00Z,1500,3.7,N,2,1,5,B
3416,Keoka Lake,Waterford,1,1983-06-28T00:00:00Z,0930,4.3,N,2,10,1,C
3416,Keoka Lake,Waterford,1,1983-07-15T00:00:00Z,0915,4.5,N,2,0,NA,C
3416,Keoka Lake,Waterford,1,1983-07-28T00:00:00Z,0915,4,N,2,1,5,C
3416,Keoka Lake,Waterford,1,1983-08-05T00:00:00Z,1000,4.5,N,2,0,NA,O
3416,Keoka Lake,Waterford,1,1983-08-13T00:00:00Z,1500,4.8,N,2,1,3,B
3416,Keoka Lake,Waterford,1,1983-08-23T00:00:00Z,1130,5,N,2,3,7,B
3416,Keoka Lake,Waterford,1,1983-09-01T00:00:00Z,1130,5.5,N,2,1,8,B
3416,Keoka Lake,Waterford,1,1983-09-09T00:00:00Z,1145,5.5,N,2,4,5,B
3416,Keoka Lake,Waterford,1,1983-09-15T00:00:00Z,1145,5.3,N,2,3,5,O
3416,Keoka Lake,Waterford,1,1984-05-16T00:00:00Z,1500,3,N,2,30,7,O
3416,Keoka Lake,Waterford,1,1984-05-20T00:00:00Z,1345,3.5,N,2,20,5,C
3416,Keoka Lake,Waterford,1,1984-05-26T00:00:00Z,0930,4,N,2,10,5,B
3416,Keoka Lake,Waterford,1,1984-06-05T00:00:00Z,0900,4.3,N,2,0,NA,B
3416,Keoka Lake,Waterford,1,1984-06-12T00:00:00Z,0900,4,N,2,1,5,B
3416,Keoka Lake,Waterford,1,1984-06-22T00:00:00Z,0930,4,N,2,30,8,B
3416,Keoka Lake,Waterford,1,1984-07-02T00:00:00Z,0800,4,N,2,0,NA,B
3416,Keoka Lake,Waterford,1,1984-07-10T00:00:00Z,0900,4,N,2,0,0,B
3416,Keoka Lake,Waterford,1,1984-07-14T00:00:00Z,1100,4.8,N,2,9,7,B
3416,Keoka Lake,Waterford,1,1984-07-26T00:00:00Z,1100,5.5,N,2,4,7,B
3416,Keoka Lake,Waterford,1,1984-08-03T00:00:00Z,1030,4.5,N,2,3,7,B
3416,Keoka Lake,Waterford,1,1984-08-13T00:00:00Z,1245,4.3,N,2,20,6,C
3416,Keoka Lake,Waterford,1,1984-08-25T00:00:00Z,1445,4.8,N,2,4,8,B
3416,Keoka Lake,Waterford,1,1984-09-04T00:00:00Z,1400,4,N,2,0,NA,C
3416,Keoka Lake,Waterford,1,1984-09-14T00:00:00Z,1130,4.5,N,2,0,NA,B
3416,Keoka Lake,Waterford,1,1985-05-13T00:00:00Z,0915,3.8,N,2,1,5,B
3416,Keoka Lake,Waterford,1,1985-06-08T00:00:00Z,0900,5.5,N,2,1,6,C
3416,Keoka Lake,Waterford,1,1985-06-20T00:00:00Z,0930,6,N,2,0,NA,O
3416,Keoka Lake,Waterford,1,1985-07-03T00:00:00Z,0900,5.5,N,2,0,NA,C
3416,Keoka Lake,Waterford,1,1985-07-13T00:00:00Z,1430,5.5,N,2,1,6,B
3416,Keoka Lake,Waterford,1,1985-07-24T00:00:00Z,1500,5.5,N,2,2,6,B
3416,Keoka Lake,Waterford,1,1985-08-05T00:00:00Z,1230,6.5,N,2,0,NA,B
3416,Keoka Lake,Waterford,1,1985-08-21T00:00:00Z,1030,6.5,N,2,20,NA,B
3416,Keoka Lake,Waterford,1,1985-09-05T00:00:00Z,0930,5.3,N,2,0,NA,B
3416,Keoka Lake,Waterford,1,1985-09-12T00:00:00Z,1350,5.9,N,2,10,8,B
3416,Keoka Lake,Waterford,1,1985-09-15T00:00:00Z,1030,5.5,N,2,3,7,B
3416,Keoka Lake,Waterford,1,1986-05-18T00:00:00Z,1410,5,N,2,4,5,B
3416,Keoka Lake,Waterford,1,1986-06-05T00:00:00Z,0930,7.5,N,2,0,NA,C
3416,Keoka Lake,Waterford,1,1986-06-22T00:00:00Z,1100,7.5,N,2,1,3,B
3416,Keoka Lake,Waterford,1,1986-07-20T00:00:00Z,0930,5,N,2,1,7,C
3416,Keoka Lake,Waterford,1,1986-09-02T00:00:00Z,1030,4.5,N,2,0,NA,B
3416,Keoka Lake,Waterford,1,1986-09-02T00:00:00Z,1400,4,N,2,1,NA,C
3416,Keoka Lake,Waterford,1,1987-07-26T00:00:00Z,0950,4.5,N,2,5,5,C
